text,total_words,num_nouns,num_verbs,num_adjs,avg_word_len,label
My best day in our life was when my brother is talking to me of the three years. It's a wonderful day in my life because we are living at the same home but we don't talk to each other. I don't know that reason but I expect to meet my brother and the day he came it's wonderful and happiest today in my life. My brother talked to me more than two hours. I don't want to express my word. Do you have any gift for me in hand? Yeah. What? You Tuva. And it's for me. Wow.,116,18,22,7,3.1724137931034484,3.5
"The resort I visit was very nice. I went there with my families and the service are very good. The employees are very helpful. I would recommend that my colleagues also to visit this resort. There are many places where we can visit and the food, the areas are very clean and satisfied. It is very good and it is very helpful. You may visit there. Thank you.",77,10,13,8,3.7662337662337664,2.5
Yesterday I went the crowded market of Delhi which is Sarojneen Nagar market. I went there through Metro and I switched to Metro between there. Then I reached at Sarojneen Nagar market. This is very crowded area. This is this market is very crowded and the clothes are and the clothes and other accessories are we can buy we can buy many accessories in very low prices and there are many types of clothes and,79,19,13,8,4.227848101265823,2.5
"I was staying at the Long Pool resort here in Chihuahua, Mexico, and they have really nice views. There's lots of people staying from around the world, and they have great food and breakfast. There is a lot of great weather, and they have pretty big rooms. They have nice lining, and as well they have carpet on the floors. People here are really happy with the service, because it is really good. People taking care of the cleanliness of the place are really great in their jobs. The place is always really clean. I really love this resort.",114,25,17,9,3.8859649122807016,3.0
"Yeah, that was when I was in a show, I was 12 years old, that was in Coquita because I was born there. I am a Colombian citizen. So every day we have like 30 minutes or one hour to have breakfast, to have lunch. So we enjoy that time with some friends, we hang out with the friends from the school. And that was funny because we have like several times to share our toys, our experience with some friends more. And we eat like empanada or the lunch, so we have time.",107,21,16,5,3.485981308411215,3.0
"For me my favorite place to visit is Hyderabad because Hyderabad is a capital town for the Telangana which was consists of forts of Nizam which was built by Nizam and it has been a very beautiful place to visit. The local food I wish to eat was Piyani, it was two of my friends and I am going to visit some of my family members and friends and friends. Hyderabad is a consist of a gold corner which was famous for shooting and building Nawab's time and I wish to visit that place.",99,26,21,4,3.909090909090909,3.0
"My favorite hobby is cricket. I like every move. I like to play cricket with my friends and with my friends only. I use to play cricket in my childhood days when it is about 10 standard, up to 10 standard only. Nowadays I didn't want it to be brown to play cricket because all my friends are very busy with their academics and all other teams. And I enjoy very much to play because it has very ups and downs in the cricket and very happiness and sadness with my friends and all other things. Is it a dream? Is the good play? We use that and ball and the cricket and all other things. Mainly we use ball of bat and ball and we enjoy to practice cricket very honestly and we learn the cricket by watching the cricket only. I like the cricket very most.",161,32,23,9,3.7453416149068324,2.5
"May Tebrit, please to visit is Tagaytay. It is a popular tourist destination and also Tagaytay is very refreshing and enjoyable to stay to have a staycation there, are there any local foods or dishes? Yes, and I love everything that I see in Tagaytay that I have experienced. And Tagaytay is very enjoyable because you can take a boat ride across the lake and also...",73,16,13,5,4.136986301369863,3.0
"My favorite hobby is watching TV. Whenever I have freedom, I love watching television. It never obstructs my studies. All these help us to expand our knowledge and it teaches how several things. First I like to finish all my school homework and then start watching TV. This lightness, my mood and the sparks up the excitement inside me as it increases my curiosity about the world. Watching different useful stuff on TV enhances my knowledge for origins and gives me a lot of joy. It is a good habit because watching TV has crossed a lot of knowledge in various fields. There are several journals on TV which represent and I most enjoy entertainment like comedy scenes in TV.",131,34,22,8,4.244274809160306,3.5
"So my goal actually have a few goals in life, one of which is to be successful, very, very successful, career wise, financially and hard wise. And that is because I want to be really, really philanthropic. Yes, I want to have a positive impact on life. I want to be able to send people to school, give scholarships and to have a positive impact to life. Yes, I have some challenges to this goal, one of which is the economic, global economic accommodation system.",101,17,15,11,3.7524752475247523,3.5
So the playground in my mind has a sand floor. It's in front of this school and it's very colourful. It's got lots of different play areas. It's got trees lined around it. The children are playing tad or hide and seek. Or climbing in the climbing frame or playing with the swings. I think I can hear children screaming and laughing together. The teachers might be chatting on one side or calling out to some of the kids. I think it would just be quite a lively and loud scene. The kids are playing tad or hide and seek. They are playing tad or hide and seek. They are playing tad or hide and seek.,132,32,27,3,3.6515151515151514,5.0
"My hobby is watching movies. I like my hobby because it's as many as get lost in a different world. And many things on watching movies, especially detective movies. And without watch movies alone, because that way I do not get started. And I'm able to understand what's going on. I like to focus when I'm doing anything. And I include when watching a movie. So I rather watch it alone. Yeah. That's it.",91,12,20,6,3.6153846153846154,3.5
"There were many children who placed, there were three trees because it was a rural place, it was made of dirt, then the warming came and it was able to fix it. But there were many children or teacher played with us, there were many swims. On the swims I played with my brother, science my brother studied everything with me, there was a lot of salt in it, we had a lot of soft drinks, there was a patio where we could play.",95,17,18,6,3.5789473684210527,2.0
"Well, if we talk about the school program, it's really common to see kids running for everywhere. Well, I used to play the Anda. He said, play that to touch another person and the other person come to follow us to touch other. Also, as you can see, the kids playing football is right on the top of the school. There's people who like to play basketball. So, I don't know. Obviously, a lot of kids are everywhere.",96,15,21,4,3.4895833333333335,3.0
"School playground is made for children's. There are many children's in this playground. Some are playing cricket, like some are playing football and some are playing volleyball. The different type of children's, they are interested in different type of games. There was a game's teacher or PT instructor also have in this playground. They instruct the people how to play the games with rules and regulations. Some of the students are playing their own games. They are not interested in all these type of games.",99,25,17,6,4.303030303030303,2.5
"My favorite hobby is to irritate my best friend because it uses lots of skill and enjoyment It is a time pass, so we were that because we both also enjoyed it, we got some memories, we almost want to spend more time and it is my favorite hobby because he treats me like a kid. I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes, we both have same mindset. That is why we are very close to each other. It is a part of our hobby, so that we enjoy with a lot and we spend more time.",121,17,23,9,3.5454545454545454,2.5
"My favourite hobby is drawing and I love to draw the pictures and I enjoyed the lot when I was drawing and I used some tools to draw and tools are like pencil, eraser, skill and colours and something like cotton to rub the colours and while I am drawing any picture I will involve very deep and I will draw and I love to draw the pictures and I like to enjoy the practising my own hobby that is drawing with a pen.",87,16,22,3,3.8045977011494254,2.5
"So the playground is fenced off bordering the school. I can hear teachers playing, excuse me. I can hear teachers sort of talking amongst themselves on the students are playing. Students are very loud or embouchist. They can be playing tag going through the jungle gym. What have you? Sliding down the slide. You know, trying to best to relax after just what they find is a boring lesson in school. Maybe there's a kid being bullied somewhere too far away. And the teachers are really paying attention because they're too deep into their own complexes. You know, just other stuff you see at recess. There's some normal things. You know, it's just a black top with some...",139,20,32,10,3.985611510791367,5.0
"My favorite holiday destination would be Goa because Goa is one of the best place and cheapest place where we can travel. Where we can travel most of the people travel and where we have so many beaches where we can relax ourselves and we can feel very pleasant there. So Goa is one of the best. I want to have a beautiful chillout place where we can easily chill out there and it is one of the best favorite holiday destinations that I have. Goa is one of the, it is a small state but it has very huge number of places where we can explore in it.",115,19,18,12,3.8086956521739133,3.5
"School playground is where the students play in this school. This playground has a comfortable surroundings for the students. There are building important life skills that will eventually help children become effective tinkers, leaders and collaborators. Play is under scrutiny as school administrators, teachers and parents feel pleasure for the students to perform academically.",60,21,10,3,5.45,3.0
"Now I am describing the place. Imagine standing on the edge of the prison white sandy beach with turquoise water stretching out as far as the eye can see. This is serenity co-ed and paradise nestled along the coastline of a tropical island. The beach is the frame by lush palm trees, saving gently in the warm bridge, offering shade on a sense of cellulose as you walk along the shoreline, the soft sand, massage your feet and their rhythmic sound of the waves, lapping against the shore, feels the air. The water is so clear that you can see.",111,26,16,11,4.0,3.0
I love one place that is beach in beach. We are enjoying a lot and in this my favorite dish is like Ponypuri and Gopi. We are there for summer holidays. In beach we will enjoy a lot of it french and farming,46,10,9,2,3.5652173913043477,2.5
"The river had swollen beyond its banks, transforming the one's peaceful town into a chowtic expanse of water. States were submerged with only the rooftops of houses and the top of trees peaking above the murky flood waters. Cars floated emisively bubbling like cogs in the rentless current, residents clung to make shift rafts or wedded through waste depotter they belonged. In the sand, the air was thick with the sounds of rushing water, distanced turns, with the sounds of cries of people selling for help. The down-nowered reflection of the stormy sky above seemed to be co-opped in the water.",112,34,18,7,4.4375,3.0
My last year resort was on my honeymoon trip. I went there with my wife and the destination was in Anithal. So the destination trip started by a cab which was picked up from my home place only. Then we stopped at many places for having a break fast. Then we stopped at very sightseeing spots for clicking photographs. Then we entered the resort. The resort name was Event Resort. It had a swimming pool. It had a luxurious room with king bed size. The view was fantastic. There was a bonfire in the night with rain coming down. The entire weather was awesome to spend in the moment of the resort.,124,33,22,6,3.911290322580645,3.0
"My first, my most, my most enjoying hobby is watching the cricket because I like the cricket very much. Kikri Dita Paul, Power Plus, Sports, Sreed in many countries particularly in England, Australia India because I know my country so I like watching the cricket because I like to watch the IPL because it is from many inspirations so I will watch the canals and get the canals so get the motivations and also motivation from the cricket while watching it I will get inspired right. There is no any tools that you know that my hobby because I like to hear the watching the. Yes, I like practicing on hobby on one with other on my one I like to and I like to watch the cricket on my one. It is the most and it is also a very favorite game so many people like to watch this cricket.",163,31,27,10,3.8650306748466257,3.0
"My favorite sports and cricket, we have a lot of famous two cricket and sports. There will be two great, many people have the centuries and cricket to be well played and energetic and fully energy and healthy. So many programs, we have the conduct all about the cricket and cricket watching to this work up on so many because to show people's and for the anxiety to teams to provide it to energy and good scores, everybody to take it to all favorite sports. Thank you.",96,23,9,10,3.9791666666666665,2.0
"A flood, it is natural disaster. It's something that might happen because of no reason. Hopefully, all days we do have a lot of technology that let us know when something might happen so we can be prepared. And but it is also a bad thing because it cause a lot of debt when it goes to somewhere where they're not prepared for it. So it is actually a very important topic to take care of those situations, to be able to make it if something happens to the area where you're living in. And that's actually something that's not happened where I live in Monterey.",120,19,26,5,3.783333333333333,3.5
"The school playground is a fun place, children can play there, they laugh and shout. Some climb on the 13th, others lay down fast. They are swings that go high up, kids stop and share secrets. It's like busy behavior with a lot of noises and hippie faces. The grass is green and soft when the school bag brings and runs slowly goes back to their classrooms.",77,21,11,5,3.779220779220779,3.5
"My hobby is to enjoy the every movement of the life. Whatever it may be, it may be the sad, happy or something else. Every moment is precious for us. So we need to enjoy every moment in our life. Whatever it may be, the result. We should not think on result. We should think on process. How the process is going on? Then it will automatically give us a smile on our face. And that is my ultimate goal. Not thinking of too much of result. What will happen now tomorrow, day after tomorrow? No. Favorite hobby is to enjoy the every movement of life. And having smile on my face, that's it.",135,24,20,5,3.511111111111111,2.0
"I am currently at the airport, basically at the entrance. And then when I entered the gates, I went directly to the main door. As I enter the main door, I can see all the people that's running to Enfro. There are also kids roaming around. Everyone is just too busy with their own stuff. There are people everywhere that has baggage with them. And when I look into the person at the reception area, there is a big screen on top of him. And then from there, I can see the flight numbers, which are delayed and which...",114,19,17,5,3.6666666666666665,3.0
"Actually, the most I use it to enjoy is like practicing coding. I really like the coding because you should use some much confidence in you like you can do it and you can be able to think and use the answer and give a solution in a host appropriate way. Coding is my best hobby. I use it to spend so much amount of time on it like after going to college or most of the time I spend on coding. It is my biggest happiness because the coding is really important for the placement and everything. So I really like it so much. I take some help from my friends as well as mentors that gives me and I have confidence to build more enthusiastic and more interesting because we can go better.",143,21,23,11,3.839160839160839,2.0
"My favorite hobby is listening music. I really enjoy this hobby a lot. It's my favorite because it gives me a pleasant mind whenever I get stressed or about I feel tension about anything. It really gives me a piece of mind and I also use some kind of tools for this. I use Star Maker app to improve my singing skills. It really helps any kind of person to improve their singing skills. And I enjoy practicing by listening and with my friends like Kora singing and we really enjoy those kind of singing. I have morning time for any time. During getting ready to call us, we wake up time to go in time to call us.",130,29,25,4,3.792307692307692,3.5
"My favorite hobby is reading. When I need a get time, I get lost into different worlds and stories. I pick up books which are very interesting and sometimes when I get bored I also read books and I read adventurous books, some puzzles and detective books. Other times I explore magical lands filled with dragons. Reading helps me learn new things and imagine exciting adventures without ever leaving my chair. And my favorite hobbies are like including reading. I also have hobbies of seeing TV and watching phones, singing etc.",101,22,24,10,4.336633663366337,3.0
"So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation. And doing yoga, if there are many benefits and the most about my hobby is, I will do these yoga in the morning and also as well as in the evening. So the most interesting in my hobby is while doing, I am very excited to these yoga, yoga sanas. And also I take some of the tools whenever I do the yoga, like using skipping, skipping tool.",100,17,17,5,3.57,2.0
"Well, the scene of an airport depends a lot of the country. Most of the times it's a very organized environment with a lot of security. Also sometimes can be a little bit chaotic because of the people that arrive, they're like all day, every single day of the year. And there's also a lot of fast food where you can go and grab a drink, grab something to eat and have a good time while you wait for your plane to arrive. And also you have the duty free where you can get a lot of good brands and renamed brands for a tip price.",118,25,16,9,3.5762711864406778,3.0
I can tell you that many people enjoy their hobbies and I enjoy the most about my hobby tools. I enjoy practicing hobby on my own or at other,30,5,5,3,3.7666666666666666,3.5
"My favorite places are Manman Vandala, where the God is Man is there. It's traveling from the across villages and reaching the destination of the hill. The local foods are famous like dosas and dosas. There is a particular season to visit that place is at the Khamasam. The where the Alps people early morning woke up and visited this place to pray the Lord Hanuman. This is my favorite place to visit.",81,22,15,5,4.074074074074074,2.5
My topic about what makes this day special. Every day is normal day but this day what somewhat special because of I travel with my friends from Tirpurthi to Alandapur and went to his house and by work from railway station and I will that was a good part in this day because we talked about many things and about what we done in the Tirupati and what we not visit in Tirupati also. But next time we will go Tirupati and we visit all the and in the early morning that 6 am I walked with my friend that was my very beautiful thing in this day and my brother and sister came to my home that was also special. We discussed so many things in this day. Thank you.,136,29,16,10,3.8676470588235294,2.5
"My hobby is to watch movies and listen to the music. And mostly I used to listen to music which are very melodious. And I like to listen to the melodious songs very much. And I never try to sing a song because my voice is not that much good. And my hobby is to read books also and watch movies and my favorite movies or which are pleasant and which uses combi to enjoy with family. And I used to see movies whenever they come on television, wherever I was. And I used to listen to music whenever I travel to long places. And I used to listen very much.",120,17,26,6,3.683333333333333,3.5
"Meet you in the big desk, sir. Yeah. You're right. Okay, I'm the department. Okay, I'm Skull Chopper. I'm a solace cushion. Then I just think about myself. Or should I say my hobby is that I'm a really likes person both excited. Both excited outside. I'm a cool person in my own right. And that is enough since my wife also creates a great environment only. I can't tell from the beginning, but I've noticed a shift in myself. And it's extremely cool. So I accept it. I choose to be happy no matter what. I like to, I like not to rely on people for happiness. So I'm quite content with my own company. I choose to write so that I could express myself. And one day.",163,24,26,13,3.2883435582822087,3.0
My favorite place to visit is Shinagar because it was in the top of the North India. My journey could be like this. I am going by train to Jammu after that we are going to have a car by which we eat Shinagar. We are able to see the national beauty of the Jammu and Kashmir which is very excited to see its looks like a heaven. The local food which is famous in that place was Rajmachawal during the road trip and there are mushrooms as well which is special. The favorite season or particular time in which we are able to go to Shinagar was in winters when the snowfall is going to begin because it looks very beautiful in the night.,131,28,25,11,3.885496183206107,3.0
"So it was a while I was in the school playground, it was bringing back memories of my school days. When I was a kid, I used to play the school playground with my friends, the material friends, they were not a wonderful feeling. I was very surprised by feeling so much, very surprised by the ground. Each time we went to the playground, we were playing games like the kids football. I was in water, anything, I was in water, I cannot access the paintings of the playground used to be.",107,25,17,4,3.663551401869159,2.5
"The best thing of my life was when I graduated from high school. It was the day we filled an excitement, pride, and celebration. I wore my cap and gown and walked across the stage and received my diploma with huge smile on my face. My family and friends drew for me and I felt a sense of my accomplishment for all of my hard work. It marked the end of one chapter in the beginning of a new adventure filled with endless possibilities and it's a day that I'll always cherish and remember fondly as a significant life.",108,25,14,7,3.8703703703703702,4.5
"My most favorite hobby of all times, is dancing, any kind of dancing, but particularly as being a contemporary dancer for 15 years of my life. But I also like dancing in sumba or salsa, that's very energizing. What I love the most is actually my mood improvement. I just feel very much alive every time I dance. I just feel very free. For dancing usually I don't need anything in particular. In any case, just a good pair of shoes that are comfortable for moving around. And I actually enjoy both things, either dancing by myself and for myself, but also with others and includes.",123,18,18,9,3.861788617886179,4.5
"A favorite place for me to visit is Seoul, South Korea. I've been there many times, but I never get bored of it. I love to go there, especially in the spring or autumn when the weather is just perfect, not too hot and not too cold. When I go, I really like to go to various cafes. They have a really nice cafe culture with lots of trendy and stylish cafes. I like to have a hop around to different new coffee shops that I looked up on Instagram or other social networks. Another thing I really love to do is go up a mountain, Seoul is surrounded by various mountains and go up a mountain at sunset. And the evening light is just perfect to look out over the city.",147,27,24,15,3.619047619047619,5.0
"What I saw in the TV and television, what we saw in the station is really like there's many people want you to go home or go to work or go to school and but it's kind of hard to go first but there's a lot of people want and they're really obsessing to go what what what what we what their destination and what they learn as go early preparing and go morning early.",81,12,20,3,3.580246913580247,2.5
"My school has a big playground. It has a huge boundary wall. We play all types of games in the playground. We play holy ball, hockey, football, cricket and basketball. Our school principal encourage all the children to play one or the other games. We have very strong teams of the players. They practice different games in the playground. Various matches are held on this playground. The 15th chapter of our school view running in the playground. He encourages all the players, our teams, have won many prizes in schools and games. Our school playground has a produce many great players. They play italable and as I am a school playground.",128,37,15,13,4.1328125,2.0
"So my goal in life is just to help people as best as I can and just try to make the world a better place. The challenges that I would have to face are just making sure that I do a really good job and it comes to helping other people because helping other people can be a difficult challenge, especially since a lot of some people deal with issues that take a lot of work to overcome anything that motivates me to stay focused and determined. I would have to just say is seeing other people do really well and overcome challenges in life and do better in life. So I would have to say that's what really motivates me in regards to helping other people and just making the world a better place in general. Just making sure that everybody, yeah, that the world is better.",157,27,33,14,3.949044585987261,5.0
Okay my favorite movie I have a zebra for this. I also watch movies and I get it again but my favorite movie is hiking. I love hiking with my friends of course they help you to go fast you would get higher that's one reason why I love hiking you wouldn't get higher easily when you hike you hike on top you hike towards the mountains you hike down you hike on a major road top like that and I enjoy practicing it with my friends because it makes it's easier for me to you know last while hiking,105,13,25,7,3.761904761904762,2.5
"Well, there was a time in my and holiday destination in our house Christmas because we spent time with my family, my friends, my cousins or other niece. We're celebrating every Christmas here early and that is the most memorable. My favorite holiday destination in our house. I hope right now, 2024 will be having my family of course, spending Christmas and yeah, that's it. My memorable thing, I hope someday, Christmas again, again.",90,18,11,6,4.011111111111111,2.0
"So this cool playground, it has some, the playground looks like a play-dwa student and interact and play around and also there are some instruments there like some fungy jumps, passing cars to the rest and see so, so there are some activities going on in the playground like students sliding, children playing with themselves and sounds like a play-gun or like finally maybe students just being happy, making some random sounds like shouting, playing on the rest.",86,16,15,6,4.488372093023256,3.5
I was going to go in the crowded market but there was a lot of people who was going to buy their stuffs and the market is so very very dirty and so and so smelly the market then I'll go with my cousin in the market in the crowded market and she say no but I'll go by myself and and I'll go by myself and buy the things that I needed so please,78,10,14,4,3.4358974358974357,2.5
"Okay, my stay was quiet fun and comfortable. The resort was actually really great. The rooms were very beautiful, the decoration, all according to the theme of the resort, that it was nature. The rooms were very comfortable. The team, the working team, they were all very, very kind. I really enjoyed my stay at the resort and I will definitely come back again. I will recommend it to other people too. It's a place that we must visit.",95,17,13,6,3.7578947368421054,3.0
J.P. is a beautiful city and it is a beautiful culture also and J.P. would have a good architecture and good architecture by good architecture in their buildings and constructions. They will provide a good and well-mannered to the visitors and tourism for tourism. It is the best holiday destination for me. This is the best. It is also good for good holiday.,68,15,7,11,4.367647058823529,3.0
"A crowd market often means more opportunity, not less opportunity. First, if a market crowded, it means that there is a plenty of demand. There are loads of people who want to buy. Then if a market is crowded, there are lot of... There are lot of... Ninja ways to figure out bad need, stills being made. Include bigger players, it is not a bad film, but it is a crowded market. It is not not worth.",92,21,17,7,3.5,1.5
"My favorite place is Tirupathi. I use it to travel in trying to reach the Tirupathi from my boarding point. And the journey is very awesome and also enjoyed a lot in the journey. On local foot of Tirupathi, I like Kovar here and one thing special about Tirupathi is the Hundi of Tirupathi temple. I think the budget will be high in Tirupathi only. There is a lot of time in Tirupathi. The season means there is no particular time or special time to visit the temple.",96,25,15,7,3.9479166666666665,2.5
"Hi, I am here to discuss about my favorite hobby. My favorite hobby is to listen music. I enter by listening music very much. I listen to music when it is possible for the situations. And it is not to be time viable and it is very useful and there are two ways to listen music. I use music like music players and music ads like you listen from that. I enter practicing my hobby with my own. I sing the songs with myself and enjoy the music. The music which makes us feel happy or any emotions. I enjoy practicing music by my own.",116,21,23,8,3.663793103448276,3.0
"When I was a kid, I liked to go with my friends to the store and purchase some food, some snacks to chill a little bit in the playground. I remember that we played football a lot. We were games like basketball and criminals and police. All that games that we play at the school and when we are when we when all of us are a kid so that's the only room I have.",82,18,12,2,3.4634146341463414,2.5
"Yeah, football is a globally popular sports played between two teams of 11 players on a regular field with a goal at each end. The objective is to score by getting a ball into an opposition team, balls using any part of the body, expect the hands and arms. The game is played in 45 minutes and within a 15 minutes half-time break and the team will be most gold of the match. If the score is tight, depending on the completion, the match can be ended, draw, or to the extraction of the process, the penalty shoot.",110,30,14,5,3.772727272727273,3.0
"May favorit halit di sa summer, because destination in the borakai, it is the capital of the state. And I visited it along with my friends in summer and before arrival to the beautiful borakai, I received a hotel through a tour operation company and so that we can enjoy the destination and we been there. And I like a summer because it's not raining there and we can be enjoy and we can be, and enjoy the reach and we can clearly see the ocean.",94,21,12,3,3.8297872340425534,2.5
"My favorite is this. This is the. I love to see the music because I just met an animal that gets it there. The rapist, the whole series. All the animals, different kinds of animals, wide-rise, even the next animals. The cast, the dogs, the monkeys. Well, the kind of food I like most when I was in the morning, I was especially surprised with the banana. Why? Because I actually love to eat that particular thing. And I get to shake the monkeys too. I mean, it's probably whenever the picture is the palm. I want to grab that. And well, there is a particular time or season. And that is mostly I enjoy this. You want to invite a political time for everyone to keep seeing.",154,26,24,7,3.538961038961039,3.0
"My favorite hobby is to fly a kite. The tools that I need is kite winder, a kite, and wind. I enjoy practicing my hobby on my own. The best what I enjoy most about the hobby is the feeling of freedom. Being able to just relax and let the wind take the kite.",61,12,12,5,3.3442622950819674,3.5
"My favorite place to visit is our province, which is Bikol. And I love Chambali. I love going to Bikol because there's local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our province, which is Bikol, when it's holy week. So, where our whole family is gathering our holy week or spend our holy week to our province. And we bond and we celebrate or spend the holy week together with our whole family.",110,22,21,5,3.5636363636363635,2.0
"Goa, my favorite holiday destination is Goa because there is a nice place, a delicious food and a friendly people in Goa. It is a famous for the beach. It has a very high and awesome. Since my hobby is taking photography. So there is a good place to take my pictures, boosting and hence my skills. There is a not only KLCC but also a famous for the delicious food. It has a Goa. It is a small and very usual in a Goa. It is a made of a chicken, beef, rabbit and etc. It will be beef with your eyes.",118,24,16,12,3.3559322033898304,2.0
"My favorite place is St. Colha Hospital. The genuine archival experience is very good. And that place is where we can never forget that food is those. That place is very delicious. And we also can sit inside me. And also we can eat together in particular time of day or season. When this place is specially magical or beautiful, but night time we will go that place.",76,15,10,8,3.9342105263157894,2.0
"My favorite place to visit is my local cinema. It is close to my house, so I don't take any vehicle there. I work there. I order a popcorn or whatever drink I need. Then I sit and watch the movie playing in the cinema. The reason I love this place is because I get to be among the first set of people to watch a movie and not come to an online platform like Twitter or Reddit and see information about the movie when I have one.",96,20,17,4,3.5520833333333335,3.0
"Greetings. I am about to describe my favorite hobby. My favorite hobby is to read books. What is the thing that I enjoy most about my hobby is because when reading books it gives you a piece of mind and it also gives you a lot of knowledge. You can learn a lot of vocabulary from what you learn and you can also use it in your daily life. There are certain tools that I use in order to read. For example, I have a lot of books from which I most commonly read but I also use the phones and laptops in order to read because there are many free apps and also paid apps in order to provide you books. I enjoy practicing the hobby on my own because reading alone is a kind of piece and it is also very soothing. But I also suggest others to read a lot of books because it can greatly improve their vocabulary and it also can help them to improve themselves.",181,32,34,7,3.7679558011049723,3.0
"A staying in the resource in a great way to relax and enjoy a vacation. First, booking. Reserve your home early especially during visit and look for a special dose. Second, amenities. Resorts offer things like pools, past gym and restaurant. Third, dining. Resorts often have different restaurants, some offers meal plans. For you can pay for pool in advance for activities participating activities such as swimming, yoga, or guided tours. Fifth, relaxation. Use the spa, lawn by the pool or just invite the peaceful setting.",105,35,12,6,4.190476190476191,3.5
My favorite sport is cricket. I started watching cricket since 2003. My favorite cricketer is Virat Kovli. He is playing cricket very well. I like cricket because I like to play cricket and I like to watch cricket. There is a bad anapoll There is a bad smell and a baller. I like when he is playing cricket. I like to cricket because I feel like I am a bad smell. I like to cricket the most.,86,15,22,5,3.6627906976744184,2.5
"The airport is buzzing with the activity as people scream around, like, lagging, suitcases and looking at departure boats. So when I was on the airport, I saw a mother was running towards his son with a sandal in his hand as maybe she was very angry with him. So she started beating him and I was laughing and other people also was staring at them what they are doing. So this was a very hilarious insulin for me and it was a shocking as well for some others.",97,15,20,3,3.8247422680412373,2.5
"Flood is a natural phenomenon that occurs due to your various geological process. It is one of the most dangerous and natural climates that we can cause lethal damage that may in the region for flooding the exclusive rainforests and rainwater culture by the userly rain and prevent the floods through the dams and that will be the most frequent type of the nature, disaster and occur when we overflow the water so that the lands that usually dry the floods are often caused by heavy rainfall rapidly. So the flow of the flow is useful, the tropicals are ecological and natural disaster when water covers that is usually dry.",115,24,15,16,4.478260869565218,2.0
"The best thing in my life is the first time when I went to college, the first year of my college. I entered to the college after completing my schooling. The subject I have chosen is completely opposite to my wish because I like studying medicine, but I haven't performed my entrance well. So I got to study engineering, which is the most hated subject I have ever known. But the first day I went to the college, the first time I saw my favorite professor. He was so handsome, I admired him. I liked when he talked, and he'd teach, and he'd speak with others when he loved me, and he smiled. I loved his...",135,18,27,10,3.637037037037037,2.0
"Today my topic is about my favorite hobby. My favorite hobby is playing Chinese Shakers. It is a game which gives me the knowledge of thinking with because it is like having a star on the board. The one, it needs to, it needs to play with, my hobby is to play within two members because it is not able to play with my own. It is a very interesting game as it helps to make one person a person how to reach the goal. Coming to our life it helps to the how the way we have to choose optimally. So I would like to prefer all to have a game.",122,18,26,6,3.4918032786885247,3.0
"We're first of all to describe my essay in Arizona. I need to mention that I was in Santa Marta. The hotel was so, so clean and the stuff was very patient with every concern I had during my stance. Also the food was amazing because they had four different restaurants for different countries. Italyan, Mexican, Colombian and Mediterranean food. So every dish was really, really nice. Also they were different places to meet with your family and with your friends.",93,18,14,9,4.118279569892473,3.0
"The playground looks like a beautiful magical book where you can have all the fun and activities. You have the sandbox which everyone is there playing and doing some sandcastles and playing with their trucks, imaginary work, carrying on the sand and it sounds amazing. Actually, I enjoy a lot meeting other students from other colleges, slash schools which they go from the same playground. Actually, it's not on my school but it's on a public space which we all go and around. We can hear all the cars and birds and people walking around and talking about it which is very nice and very wonderful. Today is a very nice day and I can hear the birds singing through this lovely day which is nice for me and my friends to live this life.",148,28,23,13,4.0608108108108105,3.5
"Well, when I was a child, I remember I went to the kindergarten and I liked to play ground. I remember there are a lot of kids, a lot of the teachers. Just enjoy your life, you didn't think in other games. It was so good because you need just enjoy play, play with the land, play with the cars, play video games, play with the toys, with the car toys. This was amazing.",89,20,16,3,3.3258426966292136,2.0
"I have seen a flood in the year of 2005 in my hometown which is West Bengal and the city is Musidabad. So in the flood when I saw so many people are harassed by the flood and there were like government provided food to the victims. And we donated some money, we collected some money for the victim people, victims and there were no place to stay. So that's why we...",79,19,14,2,3.7341772151898733,2.5
"Yeah, first journey or travel experience means travel I will journey or go to Mumbai. It's a very good place and there are some historical places out there. It is a very wonderful place. The historical places are Haji Valli, there are some villages etc. there. Famous Mumbai. Here in this Mumbai, some volupte hikers also is there. In Mumbai, there is no rice only for dishes. I eat so many. I like the most is many. I am interested. Very. And I see the places. It is a magic. I will go to in the morning.",117,21,18,10,3.4957264957264957,3.0
"They usually are divided in sections like the section where you can find the slides, the swings, the seesaw, the monkey ball, and maybe a sandbox. And there is also another section where you can play football and basketball. I think the playground is a place where you can rest, you can laugh, you can scream, you can run. And it is a place to be free from classes, just enjoying big kids for a while. And it is amazing. Normally, there are trees as well. On the students they rest under the trees, they study there. But most of the time, there are just running around.",126,21,21,3,3.6746031746031744,3.5
"What do you enjoy the most about your hobby? I enjoy playing sports, that is my favorite hobby. Playing gives me happiness and it is pleasure. And then it does that you need to use for your hobby. The tools which I use to perform a hobby is create better and create both. I enjoy very much practicing my hobby and my own. Along with my other friends. Mostly I practice my hobby with my own. I like playing sports. It gives me pleasure and happiness. It increases my mood. It brings me happiness. It is a great hobby that I have.",116,17,23,7,3.6810344827586206,3.0
